Time	Temperature	Humidity	Light	CO2	Humidity_Ratio	Occupancy
2015-02-02 16:32	22.700	26.533	444.000	966.667	0.00452765178	1
2015-02-02 16:33	22.700	26.463	444.000	963.000	0.00451562026	1
2015-02-02 16:34	22.700	26.445	441.500	952.333	0.00451246922	1
2015-02-02 16:34	22.700	26.340	444.000	948.000	0.00449442298	1
2015-02-02 16:36	22.700	26.260	444.000	945.000	0.00448067416	1
2015-02-02 16:37	22.700	26.200	441.000	941.600	0.00447036294	1
2015-02-02 16:38	22.700	26.160	438.000	929.800	0.00446348898	1
2015-02-02 16:38	22.700	26.020	441.000	923.800	0.00443943131	1
2015-02-02 16:40	22.700	26.100	440.250	919.000	0.00445317832	1
2015-02-02 16:40	22.700	26.000	439.000	918.250	0.00443599465	1
2015-02-02 16:41	22.700	25.934	438.000	919.400	0.00442465395	1
2015-02-02 16:43	22.700	25.927	439.000	927.333	0.00442339390	1
2015-02-02 16:44	22.700	25.815	432.750	920.250	0.00440420735	1
2015-02-02 16:45	22.680	25.772	432.000	902.400	0.00439144943	1
2015-02-02 16:46	22.640	25.696	429.000	904.400	0.00436771761	1
2015-02-02 16:46	22.600	25.575	429.000	897.000	0.00433639010	1
2015-02-02 16:47	22.667	25.600	429.000	892.000	0.00435838319	1
2015-02-02 16:49	22.600	25.525	433.500	882.500	0.00432785332	1
2015-02-02 16:50	22.620	25.476	436.200	887.200	0.00432477212	1
2015-02-02 16:51	22.625	25.550	442.500	889.250	0.00433874780	1
2015-02-02 16:52	22.600	25.390	443.400	889.200	0.00430480518	1
2015-02-02 16:53	22.650	25.420	438.000	880.750	0.00432311961	1
2015-02-02 16:53	22.600	25.268	442.500	868.750	0.00428389259	1
2015-02-02 16:54	22.600	25.218	439.800	861.000	0.00427544260	1
2015-02-02 16:56	22.600	25.200	439.800	860.600	0.00427236993	1
2015-02-02 16:57	22.600	25.200	435.500	864.000	0.00427236993	1
2015-02-02 16:58	22.600	25.150	430.750	859.000	0.00426383489	1
2015-02-02 16:59	22.600	25.140	440.600	854.400	0.00426212792	1
2015-02-02 16:59	22.600	25.150	428.200	847.400	0.00426383489	1
2015-02-02 17:00	22.600	25.040	432.200	837.200	0.00424505864	1
2015-02-02 17:02	22.600	25.050	431.750	834.750	0.00424676552	1
2015-02-02 17:03	22.600	25.060	429.200	832.400	0.00424847242	1
2015-02-02 17:04	22.600	25.000	433.000	832.000	0.00423823119	1
2015-02-02 17:05	22.600	25.000	433.000	836.250	0.00423823119	1
2015-02-02 17:06	22.600	25.000	428.200	832.600	0.00423823119	1
2015-02-02 17:06	22.600	25.025	428.250	821.500	0.00424249833	1
2015-02-02 17:08	22.600	25.100	425.400	832.400	0.00425530009	1
2015-02-02 17:09	22.600	25.080	429.200	832.400	0.00425188624	1
2015-02-02 17:10	22.560	25.020	433.000	830.750	0.00423128418	1
2015-02-02 17:10	22.580	25.080	433.000	821.500	0.00424669049	1
2015-02-02 17:12	22.575	25.075	433.000	818.250	0.00424454028	1
2015-02-02 17:12	22.560	24.912	433.000	819.800	0.00421289593	1
2015-02-02 17:13	22.550	25.200	433.000	822.500	0.00425932810	1
2015-02-02 17:15	22.600	24.918	433.000	818.000	0.00422415004	1
2015-02-02 17:16	22.580	25.060	433.000	812.800	0.00424328087	1
2015-02-02 17:17	22.567	24.908	433.000	816.500	0.00421398909	1
2015-02-02 17:18	22.525	24.945	433.000	822.250	0.00420949462	1
2015-02-02 17:19	22.540	24.890	433.000	825.000	0.00420400556	1
2015-02-02 17:19	22.500	24.865	433.000	816.500	0.00418949204	1
2015-02-02 17:21	22.500	24.918	433.000	811.500	0.00419839745	1
2015-02-02 17:22	22.500	24.912	433.000	811.000	0.00419740795	1
2015-02-02 17:23	22.560	24.810	433.000	812.200	0.00419553025	1
2015-02-02 17:23	22.525	24.890	426.000	814.250	0.00420015063	1
2015-02-02 17:25	22.520	24.976	430.200	824.000	0.00421347257	1
2015-02-02 17:25	22.575	25.075	433.000	834.500	0.00424454028	1
2015-02-02 17:26	22.600	25.000	433.000	837.000	0.00423823119	1
2015-02-02 17:28	22.600	25.021	433.000	841.167	0.00424188873	1
2015-02-02 17:29	22.600	25.043	433.000	845.333	0.00424554632	1
2015-02-02 17:30	22.600	25.100	433.000	854.750	0.00425530009	1
2015-02-02 17:31	22.600	25.100	428.333	850.333	0.00425530009	1
2015-02-02 17:31	22.600	25.080	424.600	845.400	0.00425188624	1
2015-02-02 17:32	22.600	25.167	433.000	854.333	0.00426667988	1
2015-02-02 17:34	22.600	25.067	428.333	849.333	0.00424961035	0
2015-02-02 17:35	22.600	25.200	422.500	853.000	0.00427236993	0
2015-02-02 17:36	22.600	25.200	423.667	853.000	0.00427236993	0
2015-02-02 17:37	22.540	25.160	424.600	852.000	0.00424992107	0
2015-02-02 17:38	22.540	25.160	427.400	853.600	0.00424992107	0
2015-02-02 17:38	22.540	25.140	421.800	845.600	0.00424651969	0
2015-02-02 17:39	22.525	25.100	426.000	834.250	0.00423582915	0
2015-02-02 17:41	22.500	25.040	421.800	826.400	0.00421917772	0
2015-02-02 17:42	22.500	25.000	419.000	819.600	0.00421239217	0
2015-02-02 17:43	22.500	25.000	419.000	829.600	0.00421239217	0
2015-02-02 17:44	22.500	25.000	419.000	824.000	0.00421239217	0
2015-02-02 17:44	22.500	24.912	419.000	814.200	0.00419746449	0
2015-02-02 17:45	22.500	24.890	419.000	813.500	0.00419373268	0
2015-02-02 17:47	22.500	24.890	419.000	813.800	0.00419373268	0
2015-02-02 17:48	22.500	24.890	419.000	811.000	0.00419373268	0
2015-02-02 17:49	22.478	24.870	419.000	804.600	0.00418470411	0
2015-02-02 17:50	22.456	24.830	419.000	807.800	0.00417230818	0
2015-02-02 17:51	22.500	24.857	419.000	802.333	0.00418807851	0
2015-02-02 17:51	22.418	24.748	419.000	796.750	0.00414856637	0
2015-02-02 17:53	22.456	24.810	419.000	794.400	0.00416892496	0
2015-02-02 17:54	22.390	24.700	419.000	790.600	0.00413358648	0
2015-02-02 17:55	22.418	24.723	419.000	789.750	0.00414434755	0
2015-02-02 17:55	22.390	24.700	419.000	782.200	0.00413358648	0
2015-02-02 17:57	22.390	24.723	419.000	772.250	0.00413737694	1
2015-02-02 17:57	22.390	24.717	419.000	772.925	0.00413646442	1
2015-02-02 17:58	22.390	24.712	419.000	773.600	0.00413555190	1
2015-02-02 18:00	22.390	24.625	419.000	773.750	0.00412095195	1
2015-02-02 18:01	22.390	24.754	416.200	771.800	0.00414268366	1
2015-02-02 18:02	22.390	24.912	418.600	782.800	0.00416930286	1
2015-02-02 18:03	22.390	25.245	415.000	796.500	0.00422541274	1
2015-02-02 18:04	22.390	25.093	310.250	809.000	0.00419971552	1
2015-02-02 18:04	22.390	25.000	0.000	805.500	0.00418412972	0
2015-02-02 18:06	22.350	24.978	0.000	791.400	0.00417019632	0
2015-02-02 18:07	22.323	25.000	0.000	779.333	0.00416708242	0
2015-02-02 18:08	22.365	24.973	0.000	780.750	0.00417310345	0
2015-02-02 18:08	22.315	24.890	0.000	781.750	0.00414650784	0
2015-02-02 18:10	22.290	24.918	0.000	781.000	0.00414476698	0
2015-02-02 18:10	22.290	24.912	0.000	778.400	0.00414384602	0
2015-02-02 18:11	22.260	24.857	0.000	769.333	0.00412698756	0
2015-02-02 18:13	22.254	24.850	0.000	766.500	0.00412435660	0
2015-02-02 18:14	22.230	24.793	0.000	763.250	0.00410884135	0
2015-02-02 18:15	22.260	24.823	0.000	762.333	0.00412141651	0
2015-02-02 18:16	22.200	24.790	0.000	761.500	0.00410073727	0
2015-02-02 18:16	22.200	24.790	0.000	761.000	0.00410073727	0
2015-02-02 18:17	22.200	24.736	0.000	757.000	0.00409174588	0
2015-02-02 18:19	22.200	24.790	0.000	752.333	0.00410073727	0
2015-02-02 18:20	22.133	24.700	0.000	748.667	0.00406908366	0
2015-02-02 18:21	22.100	24.700	0.000	746.250	0.00406077210	0
2015-02-02 18:22	22.150	24.723	0.000	745.250	0.00407697982	0
2015-02-02 18:23	22.100	24.700	0.000	740.667	0.00406077210	0
2015-02-02 18:23	22.100	24.700	0.000	738.000	0.00406077210	0
2015-02-02 18:24	22.133	24.700	0.000	732.667	0.00406908366	0
2015-02-02 18:26	22.100	24.700	0.000	727.000	0.00406077210	0
2015-02-02 18:27	22.100	24.675	0.000	716.000	0.00405663520	0
2015-02-02 18:28	22.067	24.667	0.000	723.250	0.00404697100	0
2015-02-02 18:29	22.067	24.667	0.000	718.333	0.00404697100	0
2015-02-02 18:29	22.000	24.580	0.000	716.600	0.00401619279	0
2015-02-02 18:30	21.978	24.600	0.000	714.000	0.00401405622	0
2015-02-02 18:32	21.978	24.560	0.000	714.200	0.00400748725	0
2015-02-02 18:33	21.945	24.600	0.000	715.000	0.00400593002	0
2015-02-02 18:34	21.927	24.500	0.000	706.667	0.00398505157	0
2015-02-02 18:35	21.890	24.500	0.000	706.000	0.00397608548	0
2015-02-02 18:36	21.890	24.525	0.000	698.750	0.00398016867	0
2015-02-02 18:36	21.890	24.500	0.000	692.500	0.00397608548	0
2015-02-02 18:38	21.890	24.500	0.000	694.750	0.00397608548	0
2015-02-02 18:39	21.815	24.418	0.000	697.250	0.00394438928	0
2015-02-02 18:40	21.823	24.463	0.000	692.000	0.00395386507	0
2015-02-02 18:40	21.790	24.390	0.000	691.000	0.00393386814	0
2015-02-02 18:42	21.790	24.390	0.000	689.750	0.00393386814	0
2015-02-02 18:42	21.790	24.390	0.000	689.000	0.00393386814	0
2015-02-02 18:43	21.768	24.390	0.000	687.000	0.00392842954	0
2015-02-02 18:45	21.768	24.365	0.000	679.750	0.00392437745	0
2015-02-02 18:46	21.754	24.350	0.000	668.400	0.00391869166	0
2015-02-02 18:47	21.700	24.290	0.000	665.667	0.00389601301	0
2015-02-02 18:48	21.700	24.290	0.000	664.750	0.00389601301	0
2015-02-02 18:49	21.700	24.290	0.000	668.000	0.00389601301	0
2015-02-02 18:49	21.700	24.290	0.000	661.250	0.00389601301	0
2015-02-02 18:51	21.640	24.236	0.000	658.200	0.00387297199	0
2015-02-02 18:52	21.600	24.200	0.000	656.000	0.00385767318	0
2015-02-02 18:53	21.600	24.200	0.000	654.800	0.00385767318	0
2015-02-02 18:53	21.600	24.223	0.000	653.750	0.00386128213	0
2015-02-02 18:55	21.500	24.260	0.000	650.333	0.00384355240	0
2015-02-02 18:55	21.500	24.200	0.000	650.750	0.00383398791	0
2015-02-02 18:56	21.550	24.200	0.000	648.250	0.00384581448	0
2015-02-02 18:58	21.500	24.200	0.000	640.333	0.00383398791	0
2015-02-02 18:59	21.500	24.200	0.000	638.000	0.00383398791	0
2015-02-02 19:00	21.500	24.200	0.000	636.250	0.00383398791	0
2015-02-02 19:01	21.500	24.200	0.000	636.333	0.00383398791	0
2015-02-02 19:01	21.500	24.150	0.000	635.750	0.00382601772	0
2015-02-02 19:02	21.500	24.175	0.000	635.500	0.00383000279	0
2015-02-02 19:04	21.500	24.125	0.000	627.500	0.00382203270	0
2015-02-02 19:05	21.500	24.150	0.000	626.250	0.00382601772	0
2015-02-02 19:06	21.500	24.125	0.000	621.500	0.00382203270	0
2015-02-02 19:07	21.500	24.100	0.000	621.750	0.00381804773	0
2015-02-02 19:08	21.500	24.100	0.000	620.667	0.00381804773	0
2015-02-02 19:08	21.500	24.100	0.000	617.000	0.00381804773	0
2015-02-02 19:09	21.500	24.100	0.000	612.750	0.00381804773	0
2015-02-02 19:11	21.473	24.075	0.000	614.500	0.00380760582	0
2015-02-02 19:12	21.390	24.000	0.000	617.333	0.00377641939	0
2015-02-02 19:13	21.427	23.927	0.000	614.250	0.00377333000	0
2015-02-02 19:14	21.390	23.973	0.000	610.750	0.00377206600	0
2015-02-02 19:14	21.390	23.918	0.000	603.000	0.00376335940	0
2015-02-02 19:15	21.390	23.945	0.000	603.500	0.00376771267	0
2015-02-02 19:17	21.365	23.890	0.000	602.000	0.00375321615	0
2015-02-02 19:18	21.323	24.000	0.000	605.667	0.00376092486	0
2015-02-02 19:19	21.340	23.973	0.000	604.500	0.00376045332	0
2015-02-02 19:20	21.315	23.973	0.000	599.000	0.00375465881	0
2015-02-02 19:21	21.357	24.000	0.000	600.000	0.00376866510	0
2015-02-02 19:21	21.390	23.973	0.000	596.500	0.00377206600	0
2015-02-02 19:23	21.315	23.890	0.000	597.500	0.00374165963	0
2015-02-02 19:24	21.290	23.945	0.000	594.000	0.00374454576	0
2015-02-02 19:25	21.290	23.973	0.000	590.500	0.00374887216	0
2015-02-02 19:25	21.290	23.890	0.000	586.667	0.00373589314	0
2015-02-02 19:27	21.290	23.927	0.000	588.000	0.00374166153	0
2015-02-02 19:27	21.290	23.890	0.000	585.500	0.00373589314	0
2015-02-02 19:28	21.290	23.890	0.000	584.500	0.00373589314	0
2015-02-02 19:30	21.254	23.850	0.000	587.200	0.00372132454	0
2015-02-02 19:31	21.230	23.823	0.000	585.000	0.00371163680	0
2015-02-02 19:32	21.218	23.810	0.000	579.400	0.00370680031	0
2015-02-02 19:33	21.200	23.790	0.000	579.333	0.00369955480	0
2015-02-02 19:34	21.200	23.790	0.000	581.600	0.00369955480	0
2015-02-02 19:34	21.200	23.790	0.000	581.667	0.00369955480	0
2015-02-02 19:36	21.200	23.790	0.000	577.500	0.00369955480	0
2015-02-02 19:37	21.200	23.790	0.000	577.333	0.00369955480	0
2015-02-02 19:38	21.200	23.768	0.000	574.250	0.00369603506	0
2015-02-02 19:38	21.200	23.745	0.000	569.000	0.00369251536	0
2015-02-02 19:40	21.200	23.760	0.000	565.333	0.00369486183	0
2015-02-02 19:40	21.200	23.700	0.000	561.400	0.00368547608	0
2015-02-02 19:41	21.200	23.790	0.000	567.333	0.00369955480	0
2015-02-02 19:43	21.175	23.700	0.000	565.333	0.00367979166	0
2015-02-02 19:44	21.167	23.700	0.000	563.500	0.00367789858	0
2015-02-02 19:45	21.125	23.675	0.000	559.000	0.00366455353	0
2015-02-02 19:46	21.100	23.650	0.000	559.500	0.00365501194	0
2015-02-02 19:46	21.125	23.650	0.000	550.500	0.00366066111	0
2015-02-02 19:47	21.100	23.600	0.000	553.000	0.00364723933	0
2015-02-02 19:49	21.133	23.600	0.000	552.000	0.00365475716	0
2015-02-02 19:50	21.100	23.600	0.000	553.250	0.00364723933	0
2015-02-02 19:51	21.100	23.600	0.000	545.750	0.00364723933	0
2015-02-02 19:52	21.100	23.600	0.000	548.000	0.00364723933	0
2015-02-02 19:53	21.100	23.600	0.000	547.000	0.00364723933	0
2015-02-02 19:53	21.100	23.575	0.000	545.750	0.00364335310	0
2015-02-02 19:54	21.100	23.533	0.000	544.000	0.00363687615	0
2015-02-02 19:56	21.100	23.473	0.000	545.500	0.00362742005	0
2015-02-02 19:57	21.100	23.473	0.000	547.000	0.00362742005	0
2015-02-02 19:58	21.100	23.500	0.000	545.250	0.00363169469	0
2015-02-02 19:59	21.100	23.500	0.000	541.250	0.00363169469	0
2015-02-02 19:59	21.125	23.500	0.000	540.750	0.00363730762	0
2015-02-02 20:00	21.100	23.500	0.000	533.333	0.00363169469	0
2015-02-02 20:02	21.133	23.500	0.000	528.000	0.00363918029	0
2015-02-02 20:03	21.100	23.393	0.000	537.750	0.00361498506	0
2015-02-02 20:04	21.100	23.473	0.000	539.500	0.00362742005	0
2015-02-02 20:05	21.100	23.500	0.000	535.250	0.00363169469	0
2015-02-02 20:06	21.100	23.500	0.000	537.250	0.00363169469	0
2015-02-02 20:06	21.100	23.500	0.000	535.250	0.00363169469	0
2015-02-02 20:08	21.100	23.500	0.000	533.400	0.00363169469	0
2015-02-02 20:09	21.100	23.500	0.000	524.500	0.00363169469	0
2015-02-02 20:10	21.100	23.434	0.000	524.800	0.00362143565	0
2015-02-02 20:10	21.100	23.390	0.000	522.667	0.00361459648	0
2015-02-02 20:12	21.100	23.390	0.000	521.000	0.00361459648	0
2015-02-02 20:12	21.125	23.390	0.000	519.750	0.00362018283	0
2015-02-02 20:13	21.100	23.390	0.000	523.000	0.00361459648	0
2015-02-02 20:15	21.100	23.390	0.000	523.000	0.00361459648	0
2015-02-02 20:16	21.100	23.390	0.000	519.000	0.00361459648	0
2015-02-02 20:17	21.100	23.365	0.000	519.500	0.00361071065	0
2015-02-02 20:18	21.100	23.390	0.000	519.750	0.00361459648	0
2015-02-02 20:19	21.100	23.365	0.000	520.000	0.00361071065	0
2015-02-02 20:19	21.100	23.330	0.000	524.600	0.00360527058	0
2015-02-02 20:21	21.075	23.315	0.000	520.250	0.00359737849	0
2015-02-02 20:22	21.075	23.340	0.000	519.000	0.00360125818	0
2015-02-02 20:23	21.100	23.290	0.000	523.200	0.00359905346	0
2015-02-02 20:23	21.033	23.290	0.000	517.667	0.00358425791	0
2015-02-02 20:25	21.020	23.290	0.000	514.200	0.00358130524	0
2015-02-02 20:25	21.025	23.290	0.000	516.500	0.00358241224	0
2015-02-02 20:26	21.000	23.290	0.000	521.000	0.00357688025	0
2015-02-02 20:28	21.000	23.290	0.000	520.000	0.00357688025	0
2015-02-02 20:29	21.000	23.254	0.000	517.800	0.00357131962	0
2015-02-02 20:30	21.000	23.260	0.000	514.333	0.00357224639	0
2015-02-02 20:31	21.000	23.268	0.000	516.750	0.00357340484	0
2015-02-02 20:31	21.000	23.290	0.000	520.750	0.00357688025	0
2015-02-02 20:32	21.000	23.290	0.000	519.333	0.00357688025	0
2015-02-02 20:34	21.000	23.290	0.000	519.000	0.00357688025	0
2015-02-02 20:35	21.000	23.290	0.000	509.750	0.00357688025	0
2015-02-02 20:36	21.000	23.290	0.000	508.500	0.00357688025	0
2015-02-02 20:37	20.973	23.290	0.000	504.500	0.00357080376	0
2015-02-02 20:38	21.000	23.290	0.000	506.500	0.00357688025	0
2015-02-02 20:38	20.973	23.290	0.000	509.000	0.00357080376	0
2015-02-02 20:39	20.963	23.290	0.000	507.250	0.00356878028	0
2015-02-02 20:41	21.000	23.290	0.000	509.333	0.00357688025	0
2015-02-02 20:42	20.890	23.200	0.000	509.667	0.00353882222	0
